year,brand,model,mileage,condition,body_type,color,drive_type,fuel,drive_setup,transmission,interior_type,door_count,star,review_no,date_posted,price
2012,toyota,highlander,,foreign used,4 wheel drives & suvs,dark blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-23,6150000
2017,toyota,avalon,,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,leather,4,4,5,2020-06-22,13500000
2008,lexus,is,,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-24,3100000
2011,honda,pilot,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-10,3950000
2010,lexus,rx,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-18,6350000
2008,toyota,rav4,,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,7,2020-08-18,2750000
2014,honda,accord,,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-08-24,4550000
2018,lexus,rx,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-03,19000000
2013,toyota,avalon,,foreign used,saloons,grey,na,petrol,na,automatic,leather,NA,4,5,2020-08-04,6000000
2016,toyota,corolla,,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-04,5200000
2014,lexus,gx,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-04,16000000
2011,toyota,rav4,,foreign used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-08-04,8000000
2013,dodge,challenger,,foreign used,coupes,grey,2 wheel drive,petrol,lefthand drive,automatic,leather,2,0,0,2020-08-05,6500000
2018,lexus,lx,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-08-05,45000000
2009,lexus,rx,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-09,3900000
2013,mercedes-benz,ml350,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-09,10000000
2016,honda,accord,,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-08-09,6300000
2014,mercedes-benz,glk,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-09,8300000
2012,mercedes-benz,glk,,foreign used,4 wheel drives & suvs,maroon,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-09,5500000
2012,mercedes-benz,glk,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-09,5400000
2011,lexus,rx,,foreign used,4 wheel drives & suvs,red,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-16,6000000
2007,mercedes-benz,ml350,,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-16,4800000
2010,toyota,venza,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-16,5500000
2005,toyota,tundra,,locally used,pickups,maroon,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-18,3000000
2011,toyota,venza,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-30,5400000
2013,mercedes-benz,ml350,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-30,9800000
2016,mercedes-benz,gle-350,,locally used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-30,13000000
2013,mercedes-benz,ml350,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-27,9800000
2010,toyota,highlander,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-27,6000000
2015,toyota,sienna,,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,4,4,2020-08-24,6300000
2015,mercedes-benz,cla-class,,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-24,8500000
2013,mercedes-benz,glk,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-21,7800000
2014,chevrolet,camaro,,foreign used,coupes,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-08-20,9800000
2014,lexus,gx,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-20,16000000
2007,lexus,gx,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-20,6200000
2006,toyota,corolla,149767,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-08,2200000
2007,lexus,is,94000,foreign used,saloons,blue,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-10,3620000
1999,lexus,rx,102000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-11,1950000
2019,toyota,highlander,69000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-11,18250000
2013,mercedes-benz,gl-450,58000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-11,13250000
2015,toyota,rav4,22000,foreign used,4 wheel drives & suvs,red,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,7,2020-08-24,6650000
2018,toyota,rav4,13000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,7,2020-08-25,14250000
2011,toyota,matrix,86000,foreign used,hatchbacks,silver,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,4,3,2020-08-25,3000000
2008,toyota,highlander,65000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-27,5650000
2011,toyota,highlander,76000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-26,6650000
2015,mercedes-benz,cla-class,54000,foreign used,saloons,red,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-31,9000000
2014,toyota,highlander,76000,locally used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-31,7650000
2005,toyota,sienna,87000,foreign used,"buses, taxis and vans",dark grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,4,2020-08-18,2750000
2012,toyota,camry,67000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-08-20,3800000
2010,toyota,corolla,76000,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-20,3150000
2010,acura,mdx,65000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-19,4650000
2012,toyota,highlander,76000,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-09-01,7000000
2005,toyota,sienna,87000,foreign used,"buses, taxis and vans",maroon,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,4,2020-08-19,2750000
2009,honda,accord,76000,locally used,saloons,dark blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-08-28,1620000
2011,mercedes-benz,e300,,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-13,6200000
2017,mercedes-benz,e300,,foreign used,saloons,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-13,17000000
2016,toyota,corolla,,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-07-13,5700000
2012,mercedes-benz,e350,,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-07-13,5500000
2017,toyota,avalon,,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,4,5,2020-07-13,11800000
2015,land-rover,range-rover-vogue,,foreign used,4 wheel drives & suvs,dark grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-13,22000000
2017,toyota,land-cruiser-prado,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-13,19500000
2016,land-rover,range-rover,,foreign used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-07-13,15800000
2016,chevrolet,camaro,,foreign used,convertibles,red,2 wheel drive,petrol,lefthand drive,automatic,leather,2,5,2,2020-07-13,9500000
2017,toyota,highlander,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-07-13,13500000
2014,toyota,land-cruiser,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-07-13,14800000
2015,toyota,land-cruiser-prado,35000,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-14,15300000
2017,ford,f-150,23000,foreign used,pickups,blue,4 wheel drive,petrol,lefthand drive,automatic,other,4,0,0,2020-07-13,13500000
2014,lexus,gx,60000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-07-13,14800000
2015,mercedes-benz,c300,,foreign used,saloons,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-07-13,9500000
2014,lexus,gx,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-07-13,14800000
2015,mercedes-benz,ml350,,foreign used,4 wheel drives & suvs,brown,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-14,12000000
2015,toyota,land-cruiser-prado,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-14,15500000
2014,mercedes-benz,ml-550,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-14,10000000
2012,honda,acrura,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-14,8500000
2018,toyota,rav4,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-07-14,12000000
2012,mercedes-benz,e350,,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-07-14,5000000
2015,mercedes-benz,ml350,,locally used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-14,7500000
2011,toyota,rav4,7423,foreign used,4 wheel drives & suvs,red,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,7,2020-08-19,4500000
2003,toyota,corolla,102000,locally used,saloons,silver,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-30,1350000
2003,honda,accord,200000,locally used,saloons,dark blue,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-08-06,800000
2010,toyota,highlander,85096,foreign used,4 wheel drives & suvs,black,other,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-03,5850000
2012,mercedes-benz,ml350,81569,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-19,11500000
2018,toyota,corolla,45785,foreign used,saloons,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-08-29,7500000
2012,toyota,camry,132046,locally used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-08-27,3450000
2006,toyota,camry,112846,locally used,saloons,silver,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,56,2020-08-27,1850000
2009,toyota,corolla,115096,foreign used,saloons,blue,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-07-14,2950000
2009,honda,cr-v,115096,locally used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,6,2020-08-25,2550000
2010,toyota,corolla,85094,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-07-31,3350000
2010,mercedes-benz,ml350,65046,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-12,7500000
2011,toyota,corolla,70856,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-31,3350000
2015,lexus,rx,43780,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-19,14500000
2007,toyota,corolla,67834,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-06-23,2300000
2008,toyota,4-runner,62356,foreign used,4 wheel drives & suvs,gold,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-06-29,3700000
2013,lexus,rx,23541,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-07-26,8600000
2005,mercedes-benz,e350,79632,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-07-24,2900000
2015,mercedes-benz,glk,421723,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-07-24,8000000
2008,honda,cr-v,68523,foreign used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-07-20,3000000
2006,lexus,es,65238,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-07-20,2800000
2000,toyota,dyna,75624,foreign used,trucks,yellow,4 wheel drive,petrol,lefthand drive,automatic,cloth,2,0,0,2020-07-20,4700000
2007,toyota,avalon,75321,foreign used,saloons,maroon,2 wheel drive,petrol,lefthand drive,automatic,leather,4,4,5,2020-07-20,2600000
2000,toyota,previa,89632,foreign used,"buses, taxis and vans",gold,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-07-31,2500000
2008,lexus,rx,58632,foreign used,4 wheel drives & suvs,brown,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-07-20,4000000
2008,toyota,rav4,63452,foreign used,4 wheel drives & suvs,red,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-06-29,3000000
2006,toyota,corolla,72354,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-07-27,2350000
2003,toyota,avensis,86321,foreign used,"buses, taxis and vans",gold,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,7,2020-07-31,2800000
2000,toyota,picnic,87532,foreign used,"buses, taxis and vans",blue,4 wheel drive,petrol,lefthand drive,manual,cloth,4,3,1,2020-07-31,2100000
2015,land-rover,range-rover-evoque,28531,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-26,13500000
2009,lexus,rx,,foreign used,4 wheel drives & suvs,red,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-29,4000000
2007,infiniti,fx,65347,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-06-29,3100000
2008,toyota,sienna,61723,foreign used,"buses, taxis and vans",grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,4,2020-06-29,3600000
2003,lexus,rx,,foreign used,4 wheel drives & suvs,dark green,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-29,2350000
2011,honda,accord-crosstour,,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-14,3800000
2016,toyota,corolla,,foreign used,saloons,blue,2 wheel drive,petrol,lefthand drive,na,leather,4,5,42,2020-07-14,5200000
2017,ford,f-150,,foreign used,pickups,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-14,13500000
2013,toyota,corolla,70000,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-07-21,3850000
2016,mercedes-benz,gle-350,2500,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-22,15500000
2020,toyota,hilux,,brand new,pickups,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-30,24200000
2014,land-rover,range-rover-vogue,33000,foreign used,4 wheel drives & suvs,dark blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-30,21500000
2017,toyota,land-cruiser-prado,35000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-30,21000000
2010,mercedes-benz,glk,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-07-30,5600000
2016,honda,accord,,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-07-30,6200000
2012,ford,explorer,11111,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-13,7350000
2011,lexus,gx,150,foreign used,4 wheel drives & suvs,red,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-13,12500000
2015,toyota,highlander,36,foreign used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-13,10800000
2016,toyota,rav4,,foreign used,4 wheel drives & suvs,red,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-08-13,8950000
2018,toyota,corolla,42675,foreign used,saloons,dark grey,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-06-11,7800000
2017,mercedes-benz,gls-450,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-16,29000000
2015,honda,accord,60538,foreign used,saloons,blue,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-06-03,5300000
2017,lexus,rx,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-03,19000000
2018,hyundai,santa-fe,8000,brand new,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-06-09,12000000
2014,nissan,sentra,73621,foreign used,saloons,dark grey,2 wheel drive,petrol,lefthand drive,automatic,other,4,0,0,2020-06-21,4400000
2019,toyota,rav4,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-07-28,16500000
2004,toyota,sequoia,,locally used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,na,leather,4,4,1,2020-07-28,1200000
2008,mercedes-benz,ml350,,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-29,4850000
2012,lexus,is,,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-07-30,4150000
2008,mercedes-benz,c350,,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,4,2020-08-06,3300000
2013,mercedes-benz,ml350,,locally used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-06,7000000
2006,lexus,es,,foreign used,saloons,brown,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-08-08,3350000
2017,mercedes-benz,e300,,locally used,saloons,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-08,14000000
2006,toyota,corolla,,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-09,1950000
2012,toyota,camry,,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-08-09,3850000
2012,mercedes-benz,ml350,,locally used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-13,6600000
2009,mercedes-benz,c300,,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-08-13,3500000
2011,mercedes-benz,e350,,locally used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-08-27,4700000
2012,mercedes-benz,c300,,locally used,saloons,black,2 wheel drive,petrol,lefthand drive,other,leather,4,5,2,2020-08-27,3650000
2008,lexus,es,,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-08-28,3350000
2019,toyota,land-cruiser-prado,,brand new,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-28,32750000
2005,lexus,rx,,foreign used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-30,2950000
2013,mercedes-benz,ml350,,foreign used,4 wheel drives & suvs,brown,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-09-01,9000000
2010,dodge,challenger,47000,locally used,coupes,orange,2 wheel drive,petrol,lefthand drive,automatic,leather,2,0,0,2020-07-10,6500000
2013,mercedes-benz,slk-class,22000,foreign used,convertibles,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,2,0,0,2020-07-13,13000000
2014,mercedes-benz,cla-class,39000,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-19,8250000
2014,land-rover,range-rover-vogue,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-05-16,34500000
2019,toyota,camry,,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-05-16,20500000
2009,mercedes-benz,c300,,foreign used,saloons,dark grey,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-05-16,3300000
2004,toyota,matrix,,foreign used,hatchbacks,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,4,3,2020-05-16,1800000
2012,ford,edge,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-05-16,5900000
