year,brand,model,mileage,condition,body_type,color,drive_type,fuel,drive_setup,transmission,interior_type,door_count,star,review_no,date_posted,price
2010,chevrolet,impala,80000,foreign used,saloons,brown,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-08-09,2700000
2010,mazda,3,80000,foreign used,saloons,dark grey,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-08-09,2700000
2008,honda,cr-v,,foreign used,4 wheel drives & suvs,dark green,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,6,2020-07-23,2700000
2009,volkswagen,jetta,150213,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-06-11,2300000
2012,toyota,camry,110852,foreign used,hatchbacks,gold,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,56,2020-07-23,4400000
2012,toyota,camry,110852,foreign used,saloons,gold,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,56,2020-07-23,4400000
2014,ford,gt,94000,foreign used,coupes,dark grey,2 wheel drive,petrol,lefthand drive,automatic,leather,2,0,0,2020-06-25,12500000
2008,lexus,ls,130000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-07-12,5000000
2004,honda,accord,134078,foreign used,coupes,black,2 wheel drive,petrol,lefthand drive,manual,leather,4,5,37,2020-06-11,1200000
2003,toyota,highlander,110932,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-07-28,2350999
2015,toyota,corolla,112488,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-07-23,5900999
2015,toyota,camry,94000,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,56,2020-07-23,7000000
2009,toyota,venza,96000,foreign used,4 wheel drives & suvs,red,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-03,5050000
2008,kia,optima,112468,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-07-23,1650909
2012,toyota,camry,150173,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-08-03,4350000
2008,toyota,matrix,110852,foreign used,hatchbacks,grey,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,4,3,2020-07-23,2500000
2006,toyota,sienna,150342,foreign used,"buses, taxis and vans",brown,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,4,4,2020-08-03,2500999
2005,toyota,matrix,120543,foreign used,hatchbacks,grey,2 wheel drive,petrol,lefthand drive,automatic,other,4,4,3,2020-08-03,2100000
2004,toyota,highlander,97653,foreign used,4 wheel drives & suvs,dark blue,4 wheel drive,diesel,lefthand drive,automatic,cloth,4,5,8,2020-07-24,3000000
2005,toyota,highlander,123000,foreign used,4 wheel drives & suvs,dark blue,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,8,2020-07-24,3109999
2011,lamborghini,gallardo,67856,locally used,other,white,2 wheel drive,petrol,lefthand drive,automatic,leather,2,0,0,2020-07-24,43000000
2014,lexus,es,94746,locally used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-07-28,5850000
2008,lexus,es,109547,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-07-28,3550999
2009,toyota,camry,121341,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-08-24,2550000
2014,toyota,rav4,165071,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,other,4,5,7,2020-08-03,7000000
2009,toyota,matrix,90000,foreign used,hatchbacks,brown,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,4,3,2020-09-08,2650000
2018,iveco,genlyon,29,brand new,trucks,silver,4 wheel drive,diesel,lefthand drive,manual,cloth,2,0,0,2019-01-30,23000000
2017,ford,explorer,50000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-01-25,16500000
2015,toyota,corolla,65000,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-05-10,5650000
2016,mercedes-benz,c63,27000,foreign used,saloons,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-05-10,23000000
2016,mercedes-benz,gle-350,55000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-05-12,15500000
2017,lexus,lx,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-06-09,39000000
2013,toyota,highlander,69000,foreign used,4 wheel drives & suvs,maroon,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-04-30,7500000
2020,bmw,7-series,2000,foreign used,saloons,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-06-04,73000000
2017,ford,explorer,50000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-06-07,16500000
2017,toyota,corolla,3000,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-01-10,8200000
2016,lexus,rx,32000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-11,18000000
2018,lexus,ls,400,foreign used,saloons,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-05-27,50000000
2013,mercedes-benz,gl-450,50000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-05-01,16500000
2019,infiniti,qx80,6500,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-05-23,38000000
2014,mercedes-benz,e350,52000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-06-29,11500000
2014,lexus,is,80000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-07-07,9500000
2017,honda,cr-v,36000,foreign used,4 wheel drives & suvs,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-06-17,12000000
2016,toyota,land-cruiser,29000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-06-14,29000000
2017,honda,accord,30000,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-07-02,8500000
2009,acura,tl,170000,locally used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-06-19,3900000
2018,honda,accord,11000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-07-01,10500000
2017,toyota,highlander,35000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-07-15,17500000
2017,lexus,rx,5500,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-07-14,17600000
2015,toyota,scion,114000,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,4,1,2020-06-20,3800000
2016,lexus,is,16500,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-11,14000000
2019,toyota,camry,2800,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-07-15,22500000
2008,toyota,highlander,94000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,8,2020-07-08,4200000
2019,toyota,camry,2600,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-07-15,25000000
2018,toyota,corolla,22000,foreign used,saloons,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-07-01,7600000
2016,lexus,gx,11300,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-07-16,22500000
2020,toyota,camry,2000,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-07-24,26500000
2010,toyota,venza,85000,foreign used,4 wheel drives & suvs,brown,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-04,5500000
2013,lexus,es,65000,foreign used,saloons,blue,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-08-04,7500000
2006,toyota,4-runner,100000,foreign used,4 wheel drives & suvs,black,other,petrol,lefthand drive,automatic,leather,4,5,7,2020-07-27,4500000
2018,ford,f-150,14000,foreign used,pickups,red,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-19,22000000
2018,honda,accord,14000,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-07-19,14000000
2014,land-rover,range-rover-vogue,44000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-23,28000000
2016,mercedes-benz,gle-350,90000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-27,17500000
2016,honda,accord,75000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-07-17,7350000
2017,lexus,es,5000,foreign used,saloons,gold,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-08-05,14700000
2017,honda,cr-v,14000,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-07-19,13500000
2018,honda,cr-v,12000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-07-19,14500000
2020,lexus,gx,56,brand new,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-07-15,53000000
2018,ford,explorer,3000,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-07,15500000
2011,toyota,venza,45000,foreign used,4 wheel drives & suvs,green,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-07,6500000
2017,toyota,land-cruiser-prado,63000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-25,27000000
2015,mercedes-benz,c300,120000,foreign used,saloons,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-08-18,11300000
2012,ford,edge,77000,locally used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-25,4100000
2016,toyota,venza,50000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-18,10500000
2018,toyota,camry,13000,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-08-23,14500000
2018,toyota,hilux,16000,locally used,pickups,black,4 wheel drive,petrol,lefthand drive,automatic,other,4,0,0,2020-08-21,17800000
2010,toyota,venza,66000,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-12,5850000
2019,lexus,lx,5000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-08-12,65500000
2014,mercedes-benz,glk,78000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-08,8500000
2012,lexus,rx,86000,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-10,7500000
2015,mercedes-benz,c300,55000,foreign used,saloons,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-08-16,11500000
2012,toyota,highlander,80000,foreign used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-09-03,7900000
2014,toyota,4-runner,86000,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-08-29,15500000
2009,toyota,highlander,200000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-10,4800000
2014,toyota,hiace,30831,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-07-03,10000000
2009,land-rover,range-rover-sport,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-06-11,4000000
1999,toyota,t100,,foreign used,pickups,blue,4 wheel drive,petrol,lefthand drive,automatic,cloth,2,0,0,2020-06-11,2300000
2013,toyota,hiace,,foreign used,"buses, taxis and vans",grey,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-06-11,6900000
2014,toyota,hiace,97824,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-07-03,6900000
2014,toyota,hiace,97824,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-06-18,6900000
2013,toyota,hiace,42908,foreign used,"buses, taxis and vans",dark green,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-07-03,6900000
2013,toyota,hiace,35095,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-06-19,13500000
2013,toyota,hiace,40629,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,leather,4,0,0,2020-06-19,13500000
2009,land-rover,range-rover-sport,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-06-14,4000000
2010,mercedes-benz,vito,96528,foreign used,"buses, taxis and vans",blue,4 wheel drive,diesel,lefthand drive,manual,cloth,3,0,0,2020-07-09,1900000
2014,toyota,hiace,97824,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-06-24,6900000
2007,ford,edge,90857,locally used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,1,2020-07-10,1100000
2006,toyota,hilux,85965,locally used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-07-19,2450000
2014,toyota,hiace,85214,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-08-10,13000000
2008,toyota,fj-cruiser,96258,locally used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-06,2800000
2007,chrysler,300c,,locally used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-08-09,1500000
2006,toyota,coaster,147258,foreign used,"buses, taxis and vans",gold,4 wheel drive,petrol,lefthand drive,manual,cloth,2,0,0,2020-07-17,10000000
2006,toyota,sienna,96258,foreign used,"buses, taxis and vans",dark blue,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,4,4,2020-08-03,2300000
2009,mitsubishi,l200,140289,locally used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,5,1,2020-07-30,3000000
2007,nissan,pathfinder,98521,locally used,4 wheel drives & suvs,brown,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,4,2020-08-09,1300000
2006,toyota,4-runner,102470,locally used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-07-10,1700000
2008,toyota,camry,85455,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,56,2020-08-10,2650000
2008,toyota,camry,102547,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,56,2020-08-03,2650000
2007,lexus,rx,100852,foreign used,saloons,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-04,3900000
2005,toyota,corolla,85274,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-24,2000000
2014,toyota,hiace,52087,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-08-25,10500000
2005,lexus,gx,89257,locally used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-09-03,2950000
2014,toyota,hiace,52087,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-08-21,10500000
2008,toyota,rav4,96258,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,7,2020-08-25,3000000
2013,toyota,hiace,30852,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-08-14,9000000
2014,toyota,hiace,52087,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-08-17,10500000
2008,honda,pilot,89147,locally used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-16,1650000
2008,honda,cr-v,96251,locally used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-08-27,2100000
2004,mercedes-benz,ml-320,96214,locally used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-08-31,1550000
2006,toyota,4-runner,97512,locally used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-08-17,2000000
2000,volkswagen,transporter,,foreign used,"buses, taxis and vans",white,2 wheel drive,diesel,lefthand drive,manual,cloth,3,0,0,2020-08-17,1600000
2000,nissan,cabstar,,foreign used,pickups,pearl,4 wheel drive,diesel,lefthand drive,manual,cloth,2,0,0,2020-08-24,2200000
2012,mercedes-benz,ml-550,,foreign used,4 wheel drives & suvs,dark grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-06-04,10000000
2005,toyota,highlander,68000,foreign used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,8,2020-06-03,3300000
2012,toyota,camry,78000,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,56,2020-06-03,4500000
2005,toyota,avalon,,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,4,5,2020-05-20,2200000
2006,toyota,camry,,foreign used,saloons,maroon,2 wheel drive,petrol,lefthand drive,manual,cloth,4,5,56,2020-05-18,1850000
2012,mercedes-benz,glk,86000,locally used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-06-05,6000000
2014,toyota,hilux,100000,foreign used,pickups,black,4 wheel drive,petrol,lefthand drive,manual,leather,4,0,0,2020-06-05,8500000
2005,mercedes-benz,e350,,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,manual,leather,4,5,2,2020-06-09,2500000
2012,lexus,rx,92574,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-16,7500000
2006,toyota,avalon,76580,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,4,5,2020-06-16,2400000
2009,lexus,es,135034,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-06-16,3800000
2014,mercedes-benz,glk,67654,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-06-19,9000000
2015,mercedes-benz,ml350,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-06-19,10000000
2015,mercedes-benz,glk,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-06-19,5000000
2008,mercedes-benz,e350,,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-06-19,2500000
2014,lexus,gs,,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-19,4000000
2008,mercedes-benz,ml350,45000,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-06-19,4500000
2013,honda,accord,108682,locally used,saloons,blue,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,37,2020-06-19,3000000
2003,bmw,325i,75000,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-08,3000000
